"item_number","item","estimate_mean","estimate_sd","min","max","estimateLikert_mean","estimateLikert_sd","minLikert","maxLikert","example_sentence","H_INDEX","VISUAL_COMPLEXITY","lgSUBTLEX","B: AoA mean","B: AoA SD","B: min","B: max","B: AoALikert mean","B: AoALikert SD","B: minLikert","B: maxLikert","S: AoALikert mean","S: AoALikert SD"
251,"krug",6.176470588235294,2.3286175927034756,2,11,3.3823529411764706,1.2064148209229704,1,6,"Dort steht ein Krug mit Wasser.",1.807548,2.29,1.991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,"eidechse",4.71875,1.6111381470973425,2,9,2.6875,0.8590129369261278,1,5,"Die Eidechse sonnt sich auf einem Stein.",1.791584451,3.13,1.505,5.43,2.9,3,12,2.93,1.44,2,6,3.15,0.9333020044867298
253,"chor",6.117647058823529,1.736675784580606,2,10,3.2941176470588234,0.9055188288357753,1,5,"Der Chor probt ein Lied.",0.14257333,3.38,2.017,7.19,3.32,2,14,3.74,1.68,1,7,NA,NA
254,"metzger",5.777777777777778,2.0331716228770658,1,11,3.1616161616161618,1.0566318331171671,1,6,"Ein Metzger arbeitet in einer Fleischerei oder einem Schlachthof.",1.100522486,3.79,1.892,5.25,2.34,2,11,2.9,1.25,1,6,NA,NA
255,"schaufel",3.787878787878788,1.1834129458756992,1,6,2.1515151515151514,0.6137507447571666,1,3,"Ronja gräbt mit der Schaufel ein Loch.",0.561208667,2,1.973,3.64,1,2,5,2,0.62,1,3,3.05,1.6693837501494848
256,"urkunde",5.882352941176471,1.7014201889999254,3,9,3.235294117647059,0.8896313001841717,2,5,"Ronja wird eine Urkunde verliehen.",2.202120812,2.47,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,"hoehle",4.333333333333333,1.3844373104863459,1,7,2.484848484848485,0.712443511849015,1,4,"In der Höhle hängen Fledermäuse von der Decke.",0.955036811,4.05,2.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,"baguette",6.147058823529412,2.16210269345399,3,11,3.3529411764705883,1.124987621243047,2,6,"Ronja kauft frisches Baguette vom Bäcker.",0.529360865,1.79,1.255,7.91,3.84,2,16,4.04,1.8,1,7,NA,NA
259,"pylone",9.576923076923077,2.9281130705364085,4,15,4.961538461538462,1.370569786060359,2,7,"Auf der Straße warnen die Pylonen vor einem Schlagloch.",2.638617033,2.02,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,"insel",4.432835820895522,1.698697188819562,1,8,2.4477611940298507,0.8578263949808408,1,4,"Der Leuchtturm steht auf einer Insel.",0,3.17,3.303,4.4,1.25,1,6,2.46,0.65,1,3,NA,NA
261,"laterne",4.5,1.344043010064494,1,7,2.5,0.7184212081070996,1,4,"Die Straßen werden nachts von hohen Laternen erhellt.",0.996817895,2.24,1.643,3.78,1.83,2,10,2.17,0.92,1,5,NA,NA
262,"taschenlampe",4.5588235294117645,1.5411757902326675,2,8,2.5294117647058822,0.7481408924854412,1,4,"Die Taschenlampe leuchtet hell.",0.557438185,2.38,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,"hase",2.774193548387097,0.844972481577747,1,5,1.6451612903225807,0.5506594287321456,1,3,"Der Fuchs jagt einen Hasen über das Feld.",0.626632998,3.5,2.292,2.79,0.87,1.5,5,1.63,0.6,1,3,1.7,0.6569466853317865
264,"hand",2.5555555555555554,0.757282445662753,1,4,1.492063492063492,0.5039526306789697,1,2,"Ronja knetet einen Teig mit ihren Händen.",0.286396957,2.81,3.772,2.33,1.17,1,5,1.46,0.59,1,3,NA,NA
265,"pirat",4.2727272727272725,1.5262848536709832,1,7,2.393939393939394,0.7474704818333104,1,4,"Der Pirat findet eine Schatztruhe.",0.587697688,3.35,2.097,4.74,2.1,1,9,2.63,0.96,1,5,NA,NA
266,"absatz",6.71875,1.8532338779688906,3,10,3.59375,0.8747119341485718,2,5,"Der Schuh hat einen hohen Absatz.",1.239986149,1.93,1.881,7.65,2.69,2,14,3.88,1.36,1,7,NA,NA
267,"knoten",4.647058823529412,1.3680854337396824,2,7,2.5588235294117645,0.7045813917578353,1,4,"In der Schnur ist ein Knoten.",0.499963608,1.83,2.358,3.94,1.92,2,8,2.18,1.07,1,4,NA,NA
268,"bett",2.9696969696969697,1.286585803708027,1,6,1.6666666666666667,0.6454972243679028,1,3,"Ronja liegt auf dem Bett.",0.827280212,2.56,3.616,2.15,0.99,1,4,1.25,0.44,1,2,1.25,0.4442616583193193
269,"chameleon",5.375,1.497309414874216,3,9,2.96875,0.7822372794046079,2,5,"Das Chamäleon ändert seine Farbe.",0.575786292,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45,1.276302224561664
270,"pfeil",4.515151515151516,1.4168894655461863,1,8,2.515151515151515,0.618527087180309,1,4,"Der Pfeil gibt eine Richtung an.",0,1.47,2.408,4.72,1.7,2,9,2.64,0.86,1,5,NA,NA
272,"henker",8.941176470588236,3.0544669372813225,4,15,4.676470588235294,1.429570569877629,2,7,"Der Henker trägt eine Maske.",1.296941109,2.81,2.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,"bus",4.090909090909091,1.6078641959839994,1,8,2.272727272727273,0.8012773892638271,1,4,"Wenn es regnet, fährt Ronja lieber mit dem Bus als mit dem Fahrrad.",0.14257333,3.25,3.121,4,1.84,2,8,2.29,0.91,1,4,1.7,0.8645047258706176
274,"rauch",4.764705882352941,1.4576615463133797,2,8,2.7058823529411766,0.7599605956573483,1,4,"Aus dem Schornstein steigt Rauch auf.",2.033516582,2.88,2.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"umhang",4.7272727272727275,1.3055824196677337,2,7,2.6666666666666665,0.7359800721939872,1,4,"Die Hexe trägt einen Umhang.",1.797626719,2.4,2.064,NA,NA,NA,NA,NA,NA,NA,NA,3.55,1.1909748329127607
276,"sichel",8.17910447761194,2.6738088434559573,4,15,4.268656716417911,1.297808053607018,2,7,"Ronja schneidet mit der Sichel Gras.",1.065711095,1.76,1.204,7.63,2.39,3,12,4.05,1.18,2,6,4.65,1.7252002172135514
277,"peruecke",6.7272727272727275,1.7369644367532269,4,10,3.5757575757575757,0.90243777591252206,2,5,"Ronja trägt zum Fasching eine Perücke.",0.452120135,2.52,2.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,"trommel",4.382352941176471,1.3710139110837012,2,7,2.411764705882353,0.7014118687516404,1,4,"Die Trommel ist ein Schlaginstrument.",0,2.72,1.799,3.11,0.96,1,5,1.94,0.54,1,3,2,0.6488856845230502
279,"stein",3.088235294117647,1.1900508534798389,1,5,1.8235294117647058,0.672876603361388,1,3,"Ronja sammelt sammelt schöne Steine am Strand.",0,2.38,3.047,2.58,1.07,1,5,1.58,0.61,1,3,NA,NA
280,"hals",3.4545454545454546,1.0335288182638247,1,6,1.9696969696969697,0.46669372215943755,1,3,"Ronja trägt einen Schal um den Hals.",0.292929951,2.33,3.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,"granatapfel",7.696969696969697,2.6514718611184676,3,14,4.090909090909091,1.3314380468978917,2,7,"Der Granatapfel ist ein Symbol der Fruchtbarkeit.",0.776195906,3.04,0.602,NA,NA,NA,NA,NA,NA,NA,NA,6,1.1697953037312037
282,"nashorn",4.393939393939394,1.579940543568688,2,8,2.393939393939394,0.8638357026727486,1,4,"Das Nashorn kann auch Rhinozeros genannt werden.",0.569578243,3.1,1.778,NA,NA,NA,NA,NA,NA,NA,NA,3.55,1.538112308540638
283,"limousine",7.705882352941177,2.1815953540402613,4,13,4.088235294117647,1.1110368364954921,2,7,"Die Limousine ist ein sehr langes Auto.",0.482146113,2.72,2.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,"rosenkranz",9.3,2.7686670513767653,5,15,4.833333333333333,1.3152509484776145,3,7,"Der Rosenkranz ist eine Gebetskette, die aus einem Kreuz und 59 Perlen besteht.",1.625550956,2.35,1.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
285,"karotte",3.59375,1.1600716051314497,1,6,2.09375,0.640532792341279,1,3,"Hasen mümmeln gerne Karotten.",0.916816478,2.27,1.58,5.5,3.73,1,14,3,1.78,1,7,NA,NA
286,"tunnel",4.107692307692307,1.2639605032777543,2,7,2.292307692307692,0.630552260995196,1,4,"Die Straße führt durch den Tunnel.",0,2.65,2.755,4.11,1.37,2,6,2.28,0.67,1,3,NA,NA
287,"ader",6.848484848484849,2.2096551218630833,2,12,3.6666666666666665,1.1636866703140785,1,6,"Ronja spürt das Blut in ihren Adern pulsieren.",1.662837799,2.01,1.653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,"wald",3.5,1.0837911120705754,1,6,2.046875,0.6023680122833733,1,3,"Der Wald ist voller Bäume.",0.537648688,3.44,3.094,3.6,1.61,1,8,2,0.82,1,4,NA,NA
289,"fingernagel",3.875,1.157026221578126,2,6,2.21875,0.6082431071696208,1,3,"Ronja lackiert sich einen Fingernagel.",1.315201477,2.18,1.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,"kaefig",4.606060606060606,1.4348212854610574,2,8,2.5757575757575757,0.7917663414126288,1,4,"Der Vogel sitzt in einem Käfig.",0.956294006,2.93,2.524,4.33,1.33,3,8,2.5,0.62,2,4,NA,NA
291,"abzug",8.46875,2.9836584492759024,4,15,4.4375,1.4354385639823608,2,7,"Der Finger liegt auf dem Abzug der Pistole.",1.63040254,2.81,2.346,8.15,3.41,1,16,4.23,1.5,1,7,NA,NA
292,"kompass",5.875,1.7180258738522556,3,9,3.25,0.8032193289024988,2,5,"Die Nadel des Kompasses zeigt immer nach Norden.",0.443631592,2.4,2.061,7.52,3.41,3,16,3.96,1.46,2,7,NA,NA
293,"dinosaurier",3.5454545454545454,1.3012232007545124,1,6,1.9696969696969697,0.6366341416410451,1,3,"Die Dinosaurier sind ausgestorben.",1.115509692,2.92,2.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,"klempner",7.970588235294118,2.6797251568437077,4,14,4.235294117647059,1.3939006427226193,2,7,"Der Klempner repariert die Regenrinne.",1.076433664,3.27,2.127,NA,NA,NA,NA,NA,NA,NA,NA,3.5,0.8885233166386386
295,"flagge",4.848484848484849,1.5435594441341602,2,8,2.6666666666666665,0.816496580927726,1,4,"Die Flagge weht im Wind.",1.035366061,1.9,2.4,5.86,2.7,3,13,3.14,1.39,2,7,NA,NA
296,"mutter",3.875,2.2396716349184014,1,8,2.125,1.0998533626601497,1,4,"Ronja dreht eine Mutter auf die Schraube.",0.996524336,2.69,4.16,2.8,1.76,0,8,1.72,0.84,1,4,NA,NA
297,"flugzeug",4.147058823529412,1.6538724611187705,2,8,2.3529411764705883,0.8486121625899217,1,4,"Das Flugzeug fliegt nach Australien.",0.195909271,2.81,3.337,4.2,1.89,1,9,2.32,0.95,1,5,2.35,0.5871429486123997
298,"paella",11.2,3.809244653154508,3,20,5.433333333333334,1.4546793303071948,2,7,"Paella ist ein spanisches Reisgericht.",2.010190113,3.27,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,"strauss",6.235294117647059,1.939366087144031,2,10,3.3823529411764706,0.985184366143778,1,5,"Der Vogel Strauß kann nicht fliegen.",0.547580672,3.04,2.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"faden",4.96969696969697,1.570924259887481,2,8,2.757575757575758,0.8302975005345611,1,4,"Ronja kann mit Nadel und Faden umgehen.",1.420455456,2.49,2.21,4.45,1.61,2,8,2.45,0.83,1,4,NA,NA
301,"schwert",4.15625,1.1577036657874837,2,7,2.34375,0.5967837075949658,1,4,"Der Ritter kämpft mit einem Schwert.",0.51659875,2.07,3.209,4.39,1.5,2,8,2.44,0.7,1,4,NA,NA
302,"taxi",5.34375,2.009804596504106,2,10,2.96875,1.0920349456774014,1,5,"Ronja ruft sich ein Taxi.",1.033125101,3.19,3.109,5.91,2.89,2,13,3.22,1.48,1,7,3.4,1.5008769366431645
303,"pantomime",7.53125,2.1096456666250085,4,13,4.03125,1.0620848334989004,2,7,"Der Pantomime gestikuliert.",0.904614765,3.17,1.415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,"kinderbett",4.0625,1.3663584756098845,2,8,2.25,0.7184212081070996,1,4,"Das Baby schläft im Kinderbett.",1.774356289,2.96,1.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,"briefkasten",4.28125,1.084624953761705,3,7,2.375,0.5535807194106618,2,4,"Ronja holt ihre Post aus dem Briefkasten.",0,2.32,2.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,"dreirad",4.090909090909091,1.5685111643616927,1,8,2.272727272727273,0.7612788283838284,1,4,"Das Kind fährt Dreirad.",1.212706428,3.28,1.447,NA,NA,NA,NA,NA,NA,NA,NA,1.9,0.7181848464596078
307,"fluegel",4.0606060606060606,1.4128737102841573,1,7,2.272727272727273,0.7190587281616534,1,4,"Die Elster schlägt mit den Flügeln.",0.14854949,2.65,2.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"wuerfel",4.25,1.1071614388213236,2,6,2.4375,0.6189220598177385,1,3,"Für viele Brettspiele braucht man einen Würfel.",0,1.81,2.217,3.86,1.61,2,8,2.29,0.73,1,4,NA,NA
309,"eis",3.409090909090909,1.095125882855802,1,6,1.9242424242424243,0.5632489833540911,1,3,"Ronja kauft ihrer Nichte ein Eis.",0.244141642,2.09,3.074,2.95,1.13,2,6,1.64,0.66,1,3,NA,NA
310,"brief",4.212121212121212,1.3637626204176756,2,7,2.4242424242424243,0.7084447327730932,1,4,"Der Postbote trägt Briefe aus.",1.238802184,1.39,3.189,4.37,1.21,3,6,2.53,0.51,2,3,NA,NA
311,"rasierer",6.98989898989899,2.261004605574155,2,12,3.7676767676767677,1.1502287512356129,1,6,"Mit einem Rasierer kann man sich Haare entfernen.",0.43280653,2.36,1.74,5.8,2.28,2,10,3.1,1.21,1,5,NA,NA
312,"blume",3.09375,0.9625026183458311,1,5,1.78125,0.5526694748103036,1,3,"Rotkäppchen pflückt eine Blume von der Wiese.",0.782039287,3.32,2.653,2.93,0.92,2,5,1.71,0.61,1,3,NA,NA
313,"friseur",4.848484848484849,1.3946597282404614,3,8,2.757575757575758,0.7084447327730932,2,4,"Der Friseur schneidet beruflich Haare.",0.296431632,3.36,2.253,NA,NA,NA,NA,NA,NA,NA,NA,2.65,0.9880869341680846
314,"parfuem",6.121212121212121,1.9962085273959944,3,10,3.3636363636363638,1.0552897060221726,2,5,"Das Parfüm riecht gut.",0.391569417,2.52,2.155,6.56,1.69,3,9,3.56,0.92,2,5,NA,NA
315,"ufo",6.411764705882353,2.189750879131225,2,11,3.3823529411764706,1.128547091761979,1,6,"Aus dem UFO steigen Außerirdische.",0.288538514,2.78,1.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,"muschel",3.769230769230769,1.1006990785580142,2,6,2.1076923076923078,0.6155047959570695,1,3,"Am Strand liegt eine Muschel.",0,2.73,1.623,5.18,2.67,2,14,2.77,1.31,1,7,2.5,0.7608859102526822
317,"soldat",5.5,1.5836465855538944,3,9,3.046875,0.7853760094314546,2,5,"Der Soldat schläft in der Kaserne.",0.251862848,3.34,2.981,6.4,2.29,4,12,3.33,1.18,2,6,NA,NA
318,"blatt",3.3636363636363638,1.0552897060221726,2,6,1.9393939393939394,0.6092717958449424,1,3,"Am Baum hängt ein schönes Blatt.",1.24281614,2.95,2.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,"kuh",3.0588235294117645,1.347077115755897,1,6,1.7352941176470589,0.7096231833787505,1,3,"Die Kuh steht auf der Weide.",0,2.88,2.825,2.5,1.05,1,4,1.5,0.51,1,2,1.7,0.7326950970650465
320,"kirche",4.21875,1.2632363710059404,1,7,2.34375,0.6530017536902797,1,4,"Im Dorf steht eine kleine Kirche.",1.442888217,3.22,3.13,4.59,1.8,2,10,2.48,0.89,1,5,NA,NA
321,"sessel",3.875,1.3854078239672525,2,7,2.1875,0.7378040652569471,1,4,"Der Sessel im Wohnzimmer sieht bequem aus.",0.14257333,2.47,2.072,3.23,1.14,1,6,1.85,0.61,1,3,2.2,0.8335087534664908
322,"holz",3.4545454545454546,1.1205720941473682,1,5,2,0.6614378277661477,1,3,"Ronja sammelt Holz für ein Lagerfeuer.",2.062221428,2.96,2.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,"eule",4.257575757575758,1.5222514303653707,1,7,2.393939393939394,0.8015137194235932,1,4,"Die Eule ist ein nachtaktiver Vogel.",0.680077046,3.73,2.079,3.28,1.39,1,6,1.88,0.72,1,3,2.75,1.019545822516343
324,"fisch",3.235294117647059,1.28269361005593,1,6,1.838235294117647,0.7041517415682813,1,3,"Der Fisch schwimmt im Bach.",0.841760703,3,3.036,2.76,1.35,0,5,1.65,0.79,1,3,1.5,0.512989176042577
325,"fernseher",3.9411764705882355,1.4342388218903674,2,7,2.264705882352941,0.8278787617802341,1,4,"Der Fernseher steht im Wohnzimmer.",0.597186217,2.39,2.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,"tomate",3.6515151515151514,1.2215050520053496,1,6,2.015151515151515,0.6443225241690028,1,3,"Tomaten werden gerne mit Mozzarella gegessen.",0,1.82,1.708,3.88,2.01,1,9,2.12,1.01,1,5,2.05,0.7591546545162483
327,"helm",3.9375,1.1053389496206072,2,7,2.3125,0.5922891621605981,1,4,"Die Motorradfahrerin trägt einen Helm.",0.925015874,2.71,2.396,5,2.8,1,10,2.69,1.4,1,5,NA,NA
328,"weinkeller",7.848484848484849,2.4889909115092723,3,14,4.151515151515151,1.2021130386015109,2,7,"Im Weinkeller stehen viele Fässer.",1.639001774,3.08,1.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,"schwanger",5.548387096774194,1.876853922169035,1,9,2.967741935483871,0.9826451026944888,1,5,"Die Frau ist schwanger.",1.530196775,2.91,3.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,"buestenhalter",9.193548387096774,2.2864726084620632,5,13,4.935483870967742,1.1528366137768682,3,7,"Der Büstenhalter ist ein unbequemes Kleidungsstück.",0,2.45,1.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"storch",4.6875,1.3781123134153823,1,8,2.5625,0.6690146823211658,1,4,"Der Storch fängt einen Frosch.",0,3.14,1.301,4.4,1.89,1,11,2.4,0.96,1,6,2.1,0.7880689256524122
333,"muffin",4.95,1.844319698836173,2,9,2.73,0.9934634854737727,1,5,"Zum Kaffeetrinken gibt es heute Muffins.",0.757980364,2.72,2.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,"schachbrett",6.147058823529412,1.9248353403197969,2,9,3.2941176470588234,1.0879341492077899,1,5,"Die Spielfiguren stehen auf dem Schachbrett.",0.947059648,2.3,1.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,"butter",4.029411764705882,1.6964364453732803,1,7,2.235294117647059,0.8896313001841717,1,4,"Im Kühlschrank liegt ein Stück Butter.",0.382380675,2.67,2.43,3.27,1.19,2,7,1.88,0.65,1,4,NA,NA
336,"lineal",4.9393939393939394,1.1163387125832918,2,7,2.727272727272727,0.6261353324525414,1,4,"Das Lineal liegt im Federmäppchen.",0,1.72,1.398,4.9,1.29,3,7,2.8,0.63,2,4,NA,NA
337,"monster",3.676470588235294,1.2725681082039677,1,6,2.1470588235294117,0.7020469181064869,1,3,"Ronja träumt von einem schrecklichen Monster.",1.616642278,3.28,3.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,"geschenk",3.6666666666666665,1.127738831376694,1,6,2.121212121212121,0.5688085121929203,1,3,"Unter dem Tannenbaum stehen viele Geschenke.",0.14372617,2.25,3.25,3.24,0.9,2,5,1.82,0.53,1,3,NA,NA
339,"rucksack",4.303030303030303,1.334279966987075,1,7,2.393939393939394,0.7044232543095956,1,4,"Ronja packt eine Wasserflasche in ihren Rucksack.",0,2.56,2.248,4.5,1.99,3,9,2.64,0.93,2,5,NA,NA
340,"spiegel",3.723076923076923,1.2563301256498567,2,6,2.0615384615384613,0.6585239905681843,1,3,"Der Spiegel hängt über dem Waschbecken.",0,2.24,2.833,3.47,1.36,1,7,2,0.77,1,4,NA,NA
341,"flosse",5.7272727272727275,1.6821252790875758,2,9,3.0606060606060606,0.8268688657895648,1,5,"Der Taucher zieht seine Schwimmflossen an.",1.311557298,2.81,1.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,"nacht",3.176470588235294,1.3376430203414906,1,6,1.838235294117647,0.7041517415682813,1,3,"In der Nacht kann man Sterne sehen.",0.978548467,3.05,4.096,2.88,1.19,1,5,1.67,0.7,1,3,NA,NA
343,"flasche",3.484848484848485,1.3720698807188203,1,6,2,0.7071067811865476,1,3,"Ronja füllt ihre Flasche mit Wasser auf.",0.47853391,1.62,2.968,3.61,1.75,1,8,2,0.91,1,4,NA,NA
344,"brunnen",4.696969696969697,1.5100672270806457,1,8,2.5454545454545454,0.7941547822570977,1,4,"Die Figur speit Wasser in den Brunnen.",0.53881685,3.08,2.396,4.33,1.55,3,8,2.46,0.66,2,4,NA,NA
345,"pflaume",4.625,1.2636353087613479,2,7,2.53125,0.6213603702179753,1,4,"Die Zwetschge ist eine Unterart der Pflaume.",1.820123634,2.54,1.568,NA,NA,NA,NA,NA,NA,NA,NA,2.65,0.9333020044867298
346,"netz",4.9375,1.3663584756098845,3,8,2.75,0.6221710168382552,2,4,"Die Fischer werfen ein Netz ins Wasser.",0.202249425,2.62,2.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,"geld",4.02020202020202,1.3551097401136851,2,7,2.2323232323232323,0.7536074172622711,1,4,"Ronja hebt Geld von der Bank ab.",0.981875448,3.4,4.213,3.88,1.11,2,6,2.18,0.64,1,3,NA,NA
348,"paprika",4.090909090909091,1.6078641959839994,1,7,2.212121212121212,0.8572330399888264,1,4,"In der ungarischen Küche wird viel mit Paprikas gekocht.",0,2.13,1.477,6.05,4.92,3,25,3.11,1.24,2,7,3.9,1.8035053587243288
349,"schloss",4.0606060606060606,1.4777388541999297,2,7,2.3636363636363638,0.7833494518006403,1,4,"Ronja öffnet das Schloss am Schließfach.",0.327444919,1.84,3.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,"bibel",5.3125,1.3545026464923717,3,8,2.90625,0.6890561567076912,2,4,"Am Altar liegt eine Bibel.",0.426342091,2.03,2.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,"schmetterling",3.8181818181818183,1.2362884335417406,1,6,2.121212121212121,0.5998737240857319,1,3,"Der Schmetterling trinkt Nektar aus einer Blüte.",0,3.4,2.097,NA,NA,NA,NA,NA,NA,NA,NA,2.15,0.8127277008872489
353,"t-shirt",3.9393939393939394,1.2231974988578587,1,6,2.272727272727273,0.6261353324525414,1,3,"Das kurzärmlige T-Shirt ist bunt.",0.910655959,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,"ziege",3.696969696969697,1.357498814107412,2,7,2.121212121212121,0.780927963930403,1,4,"Die Ziege klettert auf einen Felsen.",0.197453004,2.81,2.276,4.2,1.14,2,6,2.3,0.67,1,3,2,0.5619514869490163
355,"reh",4,1.4354811251305468,2,7,2.176470588235294,0.7966059911708802,1,4,"Das Reh steht auf dem Feld.",2.153552474,2.61,1.833,NA,NA,NA,NA,NA,NA,NA,NA,2.3,0.8013147091860319
356,"schachfigur",6.9393939393939394,1.6759212753623367,4,10,3.6363636363636362,0.9293203772845852,2,5,"Die Schachfigur steht auf dem Schachbrett.",2.033470027,2.14,1.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,"gitarre",4.794117647058823,1.4308169263217574,2,8,2.7058823529411766,0.7189812559071419,1,4,"Ronja spielt ein Lied auf der Gitarre.",0.14257333,2.65,2.375,4.96,2.73,2,14,2.6,1.38,1,7,2.5,0.6882472016116853
358,"auto",2.84375,1.1103435969220548,1,5,1.625,0.6599120175960898,1,3,"Das Auto hält an der Ampel.",0,2.94,3.839,2.92,1.09,1,5,1.69,0.62,1,3,1.5,0.6882472016116853
359,"messer",3.375,1.0395408415691625,2,6,1.90625,0.5880188169032162,1,3,"Die Köchin schärft ihre Messer.",0,1.85,3.113,3.17,0.98,1,5,1.78,0.52,1,3,1.5,0.512989176042577
360,"tanne",4.4375,1.3182955760399302,2,7,2.46875,0.6712710620231424,1,4,"Die Tanne ist ein Nadelbaum.",1.645712504,2.32,1.079,4.3,1.56,2,8,2.33,0.78,1,4,NA,NA
361,"delfin",4.529411764705882,1.6919648631219313,2,8,2.5588235294117645,0.9274002918091906,1,4,"Der Delfin ist ein Herdentier.",0,2.93,1.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,"pool",4.909090909090909,1.7385992271732071,2,9,2.757575757575758,0.9364261526644476,1,5,"Ronja schwimmt im Pool.",1.478248919,2.85,2.601,6.83,2.81,3,14,3.61,1.41,2,7,NA,NA
363,"ventilator",6.363636363636363,1.9814480471706453,3,11,3.4545454545454546,1.0028368851322822,2,6,"Der Ventilator sorgt für kühle Luft im Sommer.",0.144899618,2.65,1.875,6.59,2.13,4,12,3.45,1.01,2,6,NA,NA
365,"igel",3.5303030303030303,1.1664501963676206,2,6,1.9696969696969697,0.6317179743110046,1,3,"Der Igel hat viele Stacheln.",0,3.6,1.342,2.8,0.94,1,5,1.73,0.59,1,3,1.95,0.5104177855340406
366,"blut",4.212121212121212,1.2439246298906075,2,7,2.393939393939394,0.6585682358056159,1,4,"Ronja spürt das Blut in ihren Adern pulsieren.",1.853200715,2.18,3.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,"speer",6.84375,1.686939871196439,3,10,3.65625,0.8273305303514508,2,5,"Der Speer ist eine Wurf- und Stichwaffe.",1.269503313,1.87,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,"faecher",5.515151515151516,1.3257359305592338,4,8,3,0.7905694150420949,2,4,"Die Hofdame hält einen Fächer.",0,2.37,1.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,"topf",4.0625,1.3182955760399302,2,7,2.25,0.762000762001143,1,4,"Im Topf köchelt eine Suppe.",0.609840305,2.14,2.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,"skorpion",5.954545454545454,2.276514327325326,1,11,3.227272727272727,1.1999417235266636,1,6,"Der Skorpion hat einen Stachel.",0.752978068,2.76,2.021,6.6,2.24,4,15,3.52,1,2,7,NA,NA
371,"heuschrecke",5.242424242424242,1.7325974545156009,2,9,2.8484848484848486,0.9055803429711565,1,5,"Die Heuschrecke zirpt im Gras.",1.5927996,3.5,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"tukan",9.066666666666666,2.9587198225762688,5,17,4.733333333333333,1.284746944983205,3,7,"Der Tukan hat einen großen Schnabel.",2.351520791,2.85,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,"blumenkohl",5.181818181818182,1.8106377580590467,1,8,2.878787878787879,0.8199685877205815,1,4,"Blumenkohl ist ein beliebtes Beilagengemüse.",0.41381685,2.99,1.146,NA,NA,NA,NA,NA,NA,NA,NA,2.85,1.1821033884786187
374,"goldbarren",7.151515151515151,2.0018930434905253,3,11,3.8181818181818183,1.014105068969232,2,6,"Goldbarren sind viel wert.",0.870864469,2.04,1.568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,"zirkuszelt",5.3125,1.3545026464923717,3,8,2.84375,0.7666169923131275,2,4,"Im Zirkuszelt läuft eine große Show.",1.512111676,2.64,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
